atccode,drug_name,target_name,action
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M5,other/unknown
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M5,inverse agonist
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M5,modulator
N05AX12,Aripiprazole,Kappa-type opioid receptor,partial agonist
N05AX12,Aripiprazole,Kappa-type opioid receptor,antagonist
N05AX12,Aripiprazole,Kappa-type opioid receptor,ligand
N05AX12,Aripiprazole,Kappa-type opioid receptor,other/unknown
N05AX12,Aripiprazole,Kappa-type opioid receptor,inverse agonist
N05AX12,Aripiprazole,Kappa-type opioid receptor,modulator
N05AX12,Aripiprazole,Mu-type opioid receptor,partial agonist
N05AX12,Aripiprazole,Mu-type opioid receptor,antagonist
N05AX12,Aripiprazole,Mu-type opioid receptor,ligand
N05AX12,Aripiprazole,Mu-type opioid receptor,other/unknown
N05AX12,Aripiprazole,Mu-type opioid receptor,inverse agonist
N05AX12,Aripiprazole,Mu-type opioid receptor,modulator
N05AX12,Aripiprazole,Delta-type opioid receptor,partial agonist
N05AX12,Aripiprazole,Delta-type opioid receptor,antagonist
N05AX12,Aripiprazole,Delta-type opioid receptor,ligand
N05AX12,Aripiprazole,Delta-type opioid receptor,other/unknown
N05AX12,Aripiprazole,Delta-type opioid receptor,inverse agonist
N05AX12,Aripiprazole,Delta-type opioid receptor,modulator
N05AX12,Aripiprazole,Glutamate (NMDA) receptor,partial agonist
N05AX12,Aripiprazole,Glutamate (NMDA) receptor,antagonist
N05AX12,Aripiprazole,Glutamate (NMDA) receptor,ligand
N05AX12,Aripiprazole,Glutamate (NMDA) receptor,other/unknown
N05AX12,Aripiprazole,Glutamate (NMDA) receptor,inverse agonist
N05AX12,Aripiprazole,Glutamate (NMDA) receptor,modulator
N05AX12,Aripiprazole,Sodium-dependent dopamine transporter,partial agonist
N05AX12,Aripiprazole,Sodium-dependent dopamine transporter,antagonist
N05AX12,Aripiprazole,Sodium-dependent dopamine transporter,ligand
N05AX12,Aripiprazole,Sodium-dependent dopamine transporter,other/unknown
N05AX12,Aripiprazole,Sodium-dependent dopamine transporter,inverse agonist
N05AX12,Aripiprazole,Sodium-dependent dopamine transporter,modulator
N05AX12,Aripiprazole,Sodium-dependent serotonin transporter,partial agonist
N05AX12,Aripiprazole,Sodium-dependent serotonin transporter,antagonist
N05AX12,Aripiprazole,Sodium-dependent serotonin transporter,ligand
N05AX12,Aripiprazole,Sodium-dependent serotonin transporter,other/unknown
N05AX12,Aripiprazole,Sodium-dependent serotonin transporter,inverse agonist
N05AX12,Aripiprazole,Sodium-dependent serotonin transporter,modulator
N05AF03,Chlorprothixene,Dopamine D2 receptor,antagonist
N05AF03,Chlorprothixene,Dopamine D2 receptor,inhibitor
N05AF03,Chlorprothixene,Dopamine D1 receptor,antagonist
N05AF03,Chlorprothixene,Dopamine D1 receptor,inhibitor
N05AF03,Chlorprothixene,Dopamine D3 receptor,antagonist
N05AF03,Chlorprothixene,Dopamine D3 receptor,inhibitor
N05AF03,Chlorprothixene,5-hydroxytryptamine receptor 2A,antagonist
N05AF03,Chlorprothixene,5-hydroxytryptamine receptor 2A,inhibitor
N05AF03,Chlorprothixene,Histamine H1 receptor,antagonist
N05AF03,Chlorprothixene,Histamine H1 receptor,inhibitor
N05AF03,Chlorprothixene,Muscarinic acetylcholine receptor M1,antagonist
N05AF03,Chlorprothixene,Muscarinic acetylcholine receptor M1,inhibitor
N05AF03,Chlorprothixene,Muscarinic acetylcholine receptor M2,antagonist
N05AF03,Chlorprothixene,Muscarinic acetylcholine receptor M2,inhibitor
N05AF03,Chlorprothixene,Muscarinic acetylcholine receptor M3,antagonist
N05AF03,Chlorprothixene,Muscarinic acetylcholine receptor M3,inhibitor
N05AF03,Chlorprothixene,Muscarinic acetylcholine receptor M4,antagonist
N05AF03,Chlorprothixene,Muscarinic acetylcholine receptor M4,inhibitor
N05AF03,Chlorprothixene,Muscarinic acetylcholine receptor M5,antagonist
N05AF03,Chlorprothixene,Muscarinic acetylcholine receptor M5,inhibitor
N05AF03,Chlorprothixene,Serotonin Receptors,antagonist
N05AF03,Chlorprothixene,Serotonin Receptors,inhibitor
B01AC09,Epoprostenol,P2Y purinoceptor 12,agonist
B01AC09,Epoprostenol,P2Y purinoceptor 12,inducer
B01AC09,Epoprostenol,Prostacyclin receptor,agonist
B01AC09,Epoprostenol,Prostacyclin receptor,inducer
B01AC09,Epoprostenol,Prostacyclin synthase,agonist
B01AC09,Epoprostenol,Prostacyclin synthase,inducer
C10AB04,Gemfibrozil,Peroxisome proliferator-activated receptor alpha,agonist
C10AB04,Gemfibrozil,Peroxisome proliferator-activated receptor alpha,inhibitor
C10AB04,Gemfibrozil,Solute carrier organic anion transporter family member 1B1,agonist
C10AB04,Gemfibrozil,Solute carrier organic anion transporter family member 1B1,inhibitor
C10AB04,Gemfibrozil,Solute carrier family 22 member 8,agonist
C10AB04,Gemfibrozil,Solute carrier family 22 member 8,inhibitor
C10AB04,Gemfibrozil,Solute carrier organic anion transporter family member 2B1,agonist
C10AB04,Gemfibrozil,Solute carrier organic anion transporter family member 2B1,inhibitor
C10AB04,Gemfibrozil,Solute carrier organic anion transporter family member 1B3,agonist
C10AB04,Gemfibrozil,Solute carrier organic anion transporter family member 1B3,inhibitor
N06AA04,Clomipramine,Sodium-dependent serotonin transporter,inhibitor
N06AA04,Clomipramine,Sodium-dependent serotonin transporter,antagonist
N06AA04,Clomipramine,5-hydroxytryptamine receptor 2A,inhibitor
N06AA04,Clomipramine,5-hydroxytryptamine receptor 2A,antagonist
N06AA04,Clomipramine,5-hydroxytryptamine receptor 2B,inhibitor
N06AA04,Clomipramine,5-hydroxytryptamine receptor 2B,antagonist
N06AA04,Clomipramine,5-hydroxytryptamine receptor 2C,inhibitor
N06AA04,Clomipramine,5-hydroxytryptamine receptor 2C,antagonist
N06AA04,Clomipramine,Sodium-dependent noradrenaline transporter,inhibitor
N06AA04,Clomipramine,Sodium-dependent noradrenaline transporter,antagonist
N06AA04,Clomipramine,Glutathione S-transferase P,inhibitor
N06AA04,Clomipramine,Glutathione S-transferase P,antagonist
C08EA02,Bepridil,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,inhibitor
C08EA02,Bepridil,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,other
C08EA02,Bepridil,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,binder
C08EA02,Bepridil,Voltage-dependent T-type calcium channel subunit alpha-1H,inhibitor
C08EA02,Bepridil,Voltage-dependent T-type calcium channel subunit alpha-1H,other
C08EA02,Bepridil,Voltage-dependent T-type calcium channel subunit alpha-1H,binder
C08EA02,Bepridil,Voltage-dependent calcium channel subunit alpha-2/delta-2,inhibitor
C08EA02,Bepridil,Voltage-dependent calcium channel subunit alpha-2/delta-2,other
C08EA02,Bepridil,Voltage-dependent calcium channel subunit alpha-2/delta-2,binder
C08EA02,Bepridil,Sodium/potassium-transporting ATPase subunit alpha-1,inhibitor
C08EA02,Bepridil,Sodium/potassium-transporting ATPase subunit alpha-1,other
C08EA02,Bepridil,Sodium/potassium-transporting ATPase subunit alpha-1,binder
C08EA02,Bepridil,Potassium voltage-gated channel subfamily KQT member 1,inhibitor
C08EA02,Bepridil,Potassium voltage-gated channel subfamily KQT member 1,other
C08EA02,Bepridil,Potassium voltage-gated channel subfamily KQT member 1,binder
C08EA02,Bepridil,"Troponin C, slow skeletal and cardiac muscles",inhibitor
C08EA02,Bepridil,"Troponin C, slow skeletal and cardiac muscles",other
C08EA02,Bepridil,"Troponin C, slow skeletal and cardiac muscles",binder
C08EA02,Bepridil,Calmodulin,inhibitor
C08EA02,Bepridil,Calmodulin,other
C08EA02,Bepridil,Calmodulin,binder
C08EA02,Bepridil,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",inhibitor
C08EA02,Bepridil,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",other
C08EA02,Bepridil,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",binder
C08EA02,Bepridil,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",inhibitor
C08EA02,Bepridil,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",other
C08EA02,Bepridil,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",binder
C08EA02,Bepridil,Potassium voltage-gated channel subfamily H member 2,inhibitor
C08EA02,Bepridil,Potassium voltage-gated channel subfamily H member 2,other
C08EA02,Bepridil,Potassium voltage-gated channel subfamily H member 2,binder
R06AD01,Alimemazine,Histamine H1 receptor,antagonist
N06AF01,Isocarboxazid,Amine oxidase [flavin-containing] A,inhibitor
N06AF01,Isocarboxazid,Amine oxidase [flavin-containing] B,inhibitor
L01CD02,Docetaxel,Tubulin beta-1 chain,binder
L01CD02,Docetaxel,Apoptosis regulator Bcl-2,binder
L01CD02,Docetaxel,Microtubule-associated protein 2,binder
L01CD02,Docetaxel,Microtubule-associated protein 4,binder
L01CD02,Docetaxel,Microtubule-associated protein tau,binder
L01CD02,Docetaxel,Nuclear receptor subfamily 1 group I member 2,binder
A07EC03,Olsalazine,Thiopurine S-methyltransferase,inhibitor
A07EC03,Olsalazine,Interferon gamma,inhibitor
A10BB08,Gliquidone,ATP-binding cassette sub-family C member 8,inhibitor
A10BB08,Gliquidone,ATP-sensitive inward rectifier potassium channel 8,inhibitor
A10BX08,Mitiglinide,ATP-binding cassette sub-family C member 8,inhibitor
A10BX08,Mitiglinide,ATP-binding cassette sub-family C member 8,agonist
A10BX08,Mitiglinide,Peroxisome proliferator-activated receptor gamma,inhibitor
A10BX08,Mitiglinide,Peroxisome proliferator-activated receptor gamma,agonist
G02AB03,Ergometrine,Alpha-1A adrenergic receptor,agonist
L01EA02,Dasatinib,Tyrosine-protein kinase ABL1,multitarget
L01EA02,Dasatinib,Tyrosine-protein kinase ABL1,antagonist
L01EA02,Dasatinib,Tyrosine-protein kinase ABL1,inhibitor
L01EA02,Dasatinib,Proto-oncogene tyrosine-protein kinase Src,multitarget
L01EA02,Dasatinib,Proto-oncogene tyrosine-protein kinase Src,antagonist
L01EA02,Dasatinib,Proto-oncogene tyrosine-protein kinase Src,inhibitor
L01EA02,Dasatinib,Ephrin type-A receptor 2,multitarget
L01EA02,Dasatinib,Ephrin type-A receptor 2,antagonist
L01EA02,Dasatinib,Ephrin type-A receptor 2,inhibitor
L01EA02,Dasatinib,Tyrosine-protein kinase Lck,multitarget
L01EA02,Dasatinib,Tyrosine-protein kinase Lck,antagonist
L01EA02,Dasatinib,Tyrosine-protein kinase Lck,inhibitor
L01EA02,Dasatinib,Tyrosine-protein kinase Yes,multitarget
L01EA02,Dasatinib,Tyrosine-protein kinase Yes,antagonist
L01EA02,Dasatinib,Tyrosine-protein kinase Yes,inhibitor
L01EA02,Dasatinib,Mast/stem cell growth factor receptor Kit,multitarget
L01EA02,Dasatinib,Mast/stem cell growth factor receptor Kit,antagonist
L01EA02,Dasatinib,Mast/stem cell growth factor receptor Kit,inhibitor
L01EA02,Dasatinib,Platelet-derived growth factor receptor beta,multitarget
L01EA02,Dasatinib,Platelet-derived growth factor receptor beta,antagonist
L01EA02,Dasatinib,Platelet-derived growth factor receptor beta,inhibitor
L01EA02,Dasatinib,Signal transducer and activator of transcription 5B,multitarget
L01EA02,Dasatinib,Signal transducer and activator of transcription 5B,antagonist
L01EA02,Dasatinib,Signal transducer and activator of transcription 5B,inhibitor
L01EA02,Dasatinib,Abelson tyrosine-protein kinase 2,multitarget
L01EA02,Dasatinib,Abelson tyrosine-protein kinase 2,antagonist
L01EA02,Dasatinib,Abelson tyrosine-protein kinase 2,inhibitor
L01EA02,Dasatinib,Tyrosine-protein kinase Fyn,multitarget
L01EA02,Dasatinib,Tyrosine-protein kinase Fyn,antagonist
L01EA02,Dasatinib,Tyrosine-protein kinase Fyn,inhibitor
L01EA02,Dasatinib,Tyrosine-protein kinase BTK,multitarget
L01EA02,Dasatinib,Tyrosine-protein kinase BTK,antagonist
L01EA02,Dasatinib,Tyrosine-protein kinase BTK,inhibitor
L01EA02,Dasatinib,Nuclear receptor subfamily 4 group A member 3,multitarget
L01EA02,Dasatinib,Nuclear receptor subfamily 4 group A member 3,antagonist
L01EA02,Dasatinib,Nuclear receptor subfamily 4 group A member 3,inhibitor
L01EA02,Dasatinib,Breakpoint cluster region protein,multitarget
L01EA02,Dasatinib,Breakpoint cluster region protein,antagonist
L01EA02,Dasatinib,Breakpoint cluster region protein,inhibitor
L01EA02,Dasatinib,Tyrosine-protein kinase CSK,multitarget
L01EA02,Dasatinib,Tyrosine-protein kinase CSK,antagonist
L01EA02,Dasatinib,Tyrosine-protein kinase CSK,inhibitor
L01EA02,Dasatinib,Ephrin type-A receptor 5,multitarget
L01EA02,Dasatinib,Ephrin type-A receptor 5,antagonist
L01EA02,Dasatinib,Ephrin type-A receptor 5,inhibitor
L01EA02,Dasatinib,Ephrin type-B receptor 4,multitarget
L01EA02,Dasatinib,Ephrin type-B receptor 4,antagonist
L01EA02,Dasatinib,Ephrin type-B receptor 4,inhibitor
L01EA02,Dasatinib,Tyrosine-protein kinase Fgr,multitarget
L01EA02,Dasatinib,Tyrosine-protein kinase Fgr,antagonist
L01EA02,Dasatinib,Tyrosine-protein kinase Fgr,inhibitor
L01EA02,Dasatinib,Tyrosine-protein kinase FRK,multitarget
L01EA02,Dasatinib,Tyrosine-protein kinase FRK,antagonist
L01EA02,Dasatinib,Tyrosine-protein kinase FRK,inhibitor
L01EA02,Dasatinib,Heat shock cognate 71 kDa protein,multitarget
L01EA02,Dasatinib,Heat shock cognate 71 kDa protein,antagonist
L01EA02,Dasatinib,Heat shock cognate 71 kDa protein,inhibitor
L01EA02,Dasatinib,Tyrosine-protein kinase Lyn,multitarget
L01EA02,Dasatinib,Tyrosine-protein kinase Lyn,antagonist
L01EA02,Dasatinib,Tyrosine-protein kinase Lyn,inhibitor
L01EA02,Dasatinib,Mitogen-activated protein kinase kinase kinase MLT,multitarget
L01EA02,Dasatinib,Mitogen-activated protein kinase kinase kinase MLT,antagonist
L01EA02,Dasatinib,Mitogen-activated protein kinase kinase kinase MLT,inhibitor
L01EA02,Dasatinib,Mitogen-activated protein kinase 14,multitarget
L01EA02,Dasatinib,Mitogen-activated protein kinase 14,antagonist
L01EA02,Dasatinib,Mitogen-activated protein kinase 14,inhibitor
L01EA02,Dasatinib,Amidophosphoribosyltransferase,multitarget
L01EA02,Dasatinib,Amidophosphoribosyltransferase,antagonist
L01EA02,Dasatinib,Amidophosphoribosyltransferase,inhibitor
N06BA12,Lisdexamfetamine,Trace amine-associated receptor 1,agonist
D06AX13,Retapamulin,50S ribosomal protein L3,inhibitor
L04AA25,Eculizumab,Complement C5,antibody
L01EH01,Lapatinib,Epidermal growth factor receptor,antagonist
L01EH01,Lapatinib,Receptor tyrosine-protein kinase erbB-2,antagonist
D07AB08,Desonide,Glucocorticoid receptor,agonist
A10BH01,Sitagliptin,Dipeptidyl peptidase 4,inhibitor
L01BC08,Decitabine,DNA,other/unknown
L01BC08,Decitabine,DNA,inhibitor
L01BC08,Decitabine,DNA (cytosine-5)-methyltransferase 1,other/unknown
L01BC08,Decitabine,DNA (cytosine-5)-methyltransferase 1,inhibitor
L01BC08,Decitabine,DNA (cytosine-5)-methyltransferase 3A,other/unknown
L01BC08,Decitabine,DNA (cytosine-5)-methyltransferase 3A,inhibitor
L01BC08,Decitabine,DNA (cytosine-5)-methyltransferase 3B,other/unknown
L01BC08,Decitabine,DNA (cytosine-5)-methyltransferase 3B,inhibitor
J02AC04,Posaconazole,Cytochrome P450 51,antagonist
J05AE10,Darunavir,Human immunodeficiency virus type 1 protease,inhibitor
N05AX13,Paliperidone,5-hydroxytryptamine receptor 2A,antagonist
N05AX13,Paliperidone,5-hydroxytryptamine receptor 2A,agonist
N05AX13,Paliperidone,Dopamine D2 receptor,antagonist
N05AX13,Paliperidone,Dopamine D2 receptor,agonist
N05AX13,Paliperidone,Histamine H1 receptor,antagonist
N05AX13,Paliperidone,Histamine H1 receptor,agonist
N05AX13,Paliperidone,Alpha-1A adrenergic receptor,antagonist
N05AX13,Paliperidone,Alpha-1A adrenergic receptor,agonist
N05AX13,Paliperidone,Alpha-1B adrenergic receptor,antagonist
N05AX13,Paliperidone,Alpha-1B adrenergic receptor,agonist
N05AX13,Paliperidone,Dopamine D4 receptor,antagonist
N05AX13,Paliperidone,Dopamine D4 receptor,agonist
N05AX13,Paliperidone,5-hydroxytryptamine receptor 1D,antagonist
N05AX13,Paliperidone,5-hydroxytryptamine receptor 1D,agonist
N05AX13,Paliperidone,Dopamine D3 receptor,antagonist
N05AX13,Paliperidone,Dopamine D3 receptor,agonist
N05AX13,Paliperidone,5-hydroxytryptamine receptor 2C,antagonist
N05AX13,Paliperidone,5-hydroxytryptamine receptor 2C,agonist
N05AX13,Paliperidone,Alpha-2A adrenergic receptor,antagonist
N05AX13,Paliperidone,Alpha-2A adrenergic receptor,agonist
N05AX13,Paliperidone,Alpha-2B adrenergic receptor,antagonist
N05AX13,Paliperidone,Alpha-2B adrenergic receptor,agonist
N05AX13,Paliperidone,Alpha-2C adrenergic receptor,antagonist
N05AX13,Paliperidone,Alpha-2C adrenergic receptor,agonist
N05AX13,Paliperidone,5-hydroxytryptamine receptor 1A,antagonist
N05AX13,Paliperidone,5-hydroxytryptamine receptor 1A,agonist
N05AX13,Paliperidone,Dopamine D1 receptor,antagonist
N05AX13,Paliperidone,Dopamine D1 receptor,agonist
N05AX13,Paliperidone,5-hydroxytryptamine receptor 7,antagonist
N05AX13,Paliperidone,5-hydroxytryptamine receptor 7,agonist
L01EX01,Sunitinib,Platelet-derived growth factor receptor beta,inhibitor
L01EX01,Sunitinib,Vascular endothelial growth factor receptor 1,inhibitor
L01EX01,Sunitinib,Mast/stem cell growth factor receptor Kit,inhibitor
L01EX01,Sunitinib,Vascular endothelial growth factor receptor 2,inhibitor
L01EX01,Sunitinib,Vascular endothelial growth factor receptor 3,inhibitor
L01EX01,Sunitinib,Receptor-type tyrosine-protein kinase FLT3,inhibitor
L01EX01,Sunitinib,Macrophage colony-stimulating factor 1 receptor,inhibitor
L01EX01,Sunitinib,Platelet-derived growth factor receptor alpha,inhibitor
L01FE02,Panitumumab,Epidermal growth factor receptor,suppressor
A16AB07,Alglucosidase alfa,Cation-dependent mannose-6-phosphate receptor,binder
A16AB07,Alglucosidase alfa,Cation-dependent mannose-6-phosphate receptor,cleavage
A16AB07,Alglucosidase alfa,Glycogen,binder
A16AB07,Alglucosidase alfa,Glycogen,cleavage
N07BA03,Varenicline,Neuronal acetylcholine receptor subunit alpha-4,partial agonist
N07BA03,Varenicline,Neuronal acetylcholine receptor subunit alpha-4,agonist
N07BA03,Varenicline,Neuronal acetylcholine receptor subunit alpha-7,partial agonist
N07BA03,Varenicline,Neuronal acetylcholine receptor subunit alpha-7,agonist
N07BA03,Varenicline,Neuronal acetylcholine receptor subunit alpha-3,partial agonist
N07BA03,Varenicline,Neuronal acetylcholine receptor subunit alpha-3,agonist
N07BA03,Varenicline,Neuronal acetylcholine receptor subunit alpha-6,partial agonist
N07BA03,Varenicline,Neuronal acetylcholine receptor subunit alpha-6,agonist
N07BA03,Varenicline,Neuronal acetylcholine receptor subunit beta-2,partial agonist
N07BA03,Varenicline,Neuronal acetylcholine receptor subunit beta-2,agonist
C02DB02,Hydralazine,Membrane primary amine oxidase,inhibitor
C02DB02,Hydralazine,Membrane primary amine oxidase,inducer
C02DB02,Hydralazine,Prolyl 4-hydroxylase subunit alpha-1,inhibitor
C02DB02,Hydralazine,Prolyl 4-hydroxylase subunit alpha-1,inducer
C02DB02,Hydralazine,Hypoxia-inducible factor 1-alpha,inhibitor
C02DB02,Hydralazine,Hypoxia-inducible factor 1-alpha,inducer
A10BJ01,Exenatide,Glucagon-like peptide 1 receptor,agonist
H01AC03,Mecasermin,Insulin-like growth factor 1 receptor,agonist
H01AC03,Mecasermin,Insulin-like growth factor-binding protein 3,agonist
H01AC03,Mecasermin,Insulin receptor,agonist
H01AC03,Mecasermin,Cation-independent mannose-6-phosphate receptor,agonist
A10BX05,Pramlintide,Calcitonin receptor,agonist
A10BX05,Pramlintide,Receptor activity-modifying protein 1,agonist
A10BX05,Pramlintide,Receptor activity-modifying protein 2,agonist
A10BX05,Pramlintide,Receptor activity-modifying protein 3,agonist
L01BB07,Nelarabine,DNA,incorporation into and destabilization
L01BB07,Nelarabine,DNA,inhibitor
L01BB07,Nelarabine,DNA polymerase alpha catalytic subunit,incorporation into and destabilization
L01BB07,Nelarabine,DNA polymerase alpha catalytic subunit,inhibitor
L04AA24,Abatacept,T-lymphocyte activation antigen CD80,antagonist
L04AA24,Abatacept,T-lymphocyte activation antigen CD86,antagonist
H01BB03,Carbetocin,Oxytocin receptor,agonist
M01AH06,Lumiracoxib,Prostaglandin G/H synthase 2,inhibitor
M01AH06,Lumiracoxib,Prostaglandin G/H synthase 1,inhibitor
H01AA02,Tetracosactide,Adrenocorticotropic hormone receptor,agonist
H01AA01,Corticotropin,Adrenocorticotropic hormone receptor,agonist
H01AA01,Corticotropin,Corticoliberin,agonist
G02CA03,Fenoterol,Beta-2 adrenergic receptor,agonist
G02CA03,Fenoterol,Beta-1 adrenergic receptor,agonist
G02CA03,Fenoterol,Beta-3 adrenergic receptor,agonist
