atccode,drug_name,target_name,action
N01AX03,Ketamine,5-hydroxytryptamine receptor 1,agonist
N01AX03,Ketamine,5-hydroxytryptamine receptor 1,partial agonist
N01AX03,Ketamine,5-hydroxytryptamine receptor 1,binder
N01AX03,Ketamine,5-hydroxytryptamine receptor 1,inhibitor
N01AX03,Ketamine,5-hydroxytryptamine receptor 1,potentiator
N01AX03,Ketamine,5-hydroxytryptamine receptor 3A,antagonist
N01AX03,Ketamine,5-hydroxytryptamine receptor 3A,agonist
N01AX03,Ketamine,5-hydroxytryptamine receptor 3A,partial agonist
N01AX03,Ketamine,5-hydroxytryptamine receptor 3A,binder
N01AX03,Ketamine,5-hydroxytryptamine receptor 3A,inhibitor
N01AX03,Ketamine,5-hydroxytryptamine receptor 3A,potentiator
N01AX03,Ketamine,Alpha-7 nicotinic cholinergic receptor subunit,antagonist
N01AX03,Ketamine,Alpha-7 nicotinic cholinergic receptor subunit,agonist
N01AX03,Ketamine,Alpha-7 nicotinic cholinergic receptor subunit,partial agonist
N01AX03,Ketamine,Alpha-7 nicotinic cholinergic receptor subunit,binder
N01AX03,Ketamine,Alpha-7 nicotinic cholinergic receptor subunit,inhibitor
N01AX03,Ketamine,Alpha-7 nicotinic cholinergic receptor subunit,potentiator
N01AX03,Ketamine,Cholinesterase,antagonist
N01AX03,Ketamine,Cholinesterase,agonist
N01AX03,Ketamine,Cholinesterase,partial agonist
N01AX03,Ketamine,Cholinesterase,binder
N01AX03,Ketamine,Cholinesterase,inhibitor
N01AX03,Ketamine,Cholinesterase,potentiator
N01AX03,Ketamine,"Nitric oxide synthase, brain",antagonist
N01AX03,Ketamine,"Nitric oxide synthase, brain",agonist
N01AX03,Ketamine,"Nitric oxide synthase, brain",partial agonist
N01AX03,Ketamine,"Nitric oxide synthase, brain",binder
N01AX03,Ketamine,"Nitric oxide synthase, brain",inhibitor
N01AX03,Ketamine,"Nitric oxide synthase, brain",potentiator
A07EA06,Budesonide,Glucocorticoid receptor,agonist
A07EA06,Budesonide,Glucocorticoid receptor,substrate
A07EA06,Budesonide,Annexin A1,agonist
A07EA06,Budesonide,Annexin A1,substrate
R03DA05,Aminophylline,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",inhibitor
R03DA05,Aminophylline,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",antagonist
R03DA05,Aminophylline,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",activator
R03DA05,Aminophylline,Adenosine receptor A1,inhibitor
R03DA05,Aminophylline,Adenosine receptor A1,antagonist
R03DA05,Aminophylline,Adenosine receptor A1,activator
R03DA05,Aminophylline,Adenosine receptor A3,inhibitor
R03DA05,Aminophylline,Adenosine receptor A3,antagonist
R03DA05,Aminophylline,Adenosine receptor A3,activator
R03DA05,Aminophylline,Histone deacetylase 2,inhibitor
R03DA05,Aminophylline,Histone deacetylase 2,antagonist
R03DA05,Aminophylline,Histone deacetylase 2,activator
N05AH04,Quetiapine,5-hydroxytryptamine receptor 2A,antagonist
N05AH04,Quetiapine,5-hydroxytryptamine receptor 2A,partial agonist
N05AH04,Quetiapine,5-hydroxytryptamine receptor 2A,ligand
N05AH04,Quetiapine,Dopamine D2 receptor,antagonist
N05AH04,Quetiapine,Dopamine D2 receptor,partial agonist
N05AH04,Quetiapine,Dopamine D2 receptor,ligand
N05AH04,Quetiapine,5-hydroxytryptamine receptor 1A,antagonist
N05AH04,Quetiapine,5-hydroxytryptamine receptor 1A,partial agonist
N05AH04,Quetiapine,5-hydroxytryptamine receptor 1A,ligand
N05AH04,Quetiapine,5-hydroxytryptamine receptor 1B,antagonist
N05AH04,Quetiapine,5-hydroxytryptamine receptor 1B,partial agonist
N05AH04,Quetiapine,5-hydroxytryptamine receptor 1B,ligand
N05AH04,Quetiapine,5-hydroxytryptamine receptor 1D,antagonist
N05AH04,Quetiapine,5-hydroxytryptamine receptor 1D,partial agonist
N05AH04,Quetiapine,5-hydroxytryptamine receptor 1D,ligand
N05AH04,Quetiapine,5-hydroxytryptamine receptor 1E,antagonist
N05AH04,Quetiapine,5-hydroxytryptamine receptor 1E,partial agonist
N05AH04,Quetiapine,5-hydroxytryptamine receptor 1E,ligand
N05AH04,Quetiapine,5-hydroxytryptamine receptor 2C,antagonist
N05AH04,Quetiapine,5-hydroxytryptamine receptor 2C,partial agonist
N05AH04,Quetiapine,5-hydroxytryptamine receptor 2C,ligand
N05AH04,Quetiapine,5-hydroxytryptamine receptor 3A,antagonist
N05AH04,Quetiapine,5-hydroxytryptamine receptor 3A,partial agonist
N05AH04,Quetiapine,5-hydroxytryptamine receptor 3A,ligand
N05AH04,Quetiapine,5-hydroxytryptamine receptor 6,antagonist
N05AH04,Quetiapine,5-hydroxytryptamine receptor 6,partial agonist
N05AH04,Quetiapine,5-hydroxytryptamine receptor 6,ligand
N05AH04,Quetiapine,5-hydroxytryptamine receptor 7,antagonist
N05AH04,Quetiapine,5-hydroxytryptamine receptor 7,partial agonist
N05AH04,Quetiapine,5-hydroxytryptamine receptor 7,ligand
N05AH04,Quetiapine,Dopamine D1 receptor,antagonist
N05AH04,Quetiapine,Dopamine D1 receptor,partial agonist
N05AH04,Quetiapine,Dopamine D1 receptor,ligand
N05AH04,Quetiapine,Dopamine D5 receptor,antagonist
N05AH04,Quetiapine,Dopamine D5 receptor,partial agonist
N05AH04,Quetiapine,Dopamine D5 receptor,ligand
N05AH04,Quetiapine,Dopamine D3 receptor,antagonist
N05AH04,Quetiapine,Dopamine D3 receptor,partial agonist
N05AH04,Quetiapine,Dopamine D3 receptor,ligand
N05AH04,Quetiapine,Dopamine D4 receptor,antagonist
N05AH04,Quetiapine,Dopamine D4 receptor,partial agonist
N05AH04,Quetiapine,Dopamine D4 receptor,ligand
N05AH04,Quetiapine,Histamine H1 receptor,antagonist
N05AH04,Quetiapine,Histamine H1 receptor,partial agonist
N05AH04,Quetiapine,Histamine H1 receptor,ligand
N05AH04,Quetiapine,Alpha-1 adrenergic receptors,antagonist
N05AH04,Quetiapine,Alpha-1 adrenergic receptors,partial agonist
N05AH04,Quetiapine,Alpha-1 adrenergic receptors,ligand
N05AH04,Quetiapine,Alpha-2A adrenergic receptor,antagonist
N05AH04,Quetiapine,Alpha-2A adrenergic receptor,partial agonist
N05AH04,Quetiapine,Alpha-2A adrenergic receptor,ligand
N05AH04,Quetiapine,Alpha-2B adrenergic receptor,antagonist
N05AH04,Quetiapine,Alpha-2B adrenergic receptor,partial agonist
N05AH04,Quetiapine,Alpha-2B adrenergic receptor,ligand
N05AH04,Quetiapine,Alpha-2C adrenergic receptor,antagonist
N05AH04,Quetiapine,Alpha-2C adrenergic receptor,partial agonist
N05AH04,Quetiapine,Alpha-2C adrenergic receptor,ligand
N05AH04,Quetiapine,Muscarinic acetylcholine receptor M1,antagonist
N05AH04,Quetiapine,Muscarinic acetylcholine receptor M1,partial agonist
N05AH04,Quetiapine,Muscarinic acetylcholine receptor M1,ligand
N05AH04,Quetiapine,Muscarinic acetylcholine receptor M2,antagonist
N05AH04,Quetiapine,Muscarinic acetylcholine receptor M2,partial agonist
N05AH04,Quetiapine,Muscarinic acetylcholine receptor M2,ligand
N05AH04,Quetiapine,Muscarinic acetylcholine receptor M3,antagonist
N05AH04,Quetiapine,Muscarinic acetylcholine receptor M3,partial agonist
N05AH04,Quetiapine,Muscarinic acetylcholine receptor M3,ligand
N05AH04,Quetiapine,Muscarinic acetylcholine receptor M4,antagonist
N05AH04,Quetiapine,Muscarinic acetylcholine receptor M4,partial agonist
N05AH04,Quetiapine,Muscarinic acetylcholine receptor M4,ligand
N05AH04,Quetiapine,Muscarinic acetylcholine receptor M5,antagonist
N05AH04,Quetiapine,Muscarinic acetylcholine receptor M5,partial agonist
N05AH04,Quetiapine,Muscarinic acetylcholine receptor M5,ligand
B01AB05,Enoxaparin,Antithrombin-III,potentiator
B01AB05,Enoxaparin,Antithrombin-III,inhibitor
B01AB05,Enoxaparin,Coagulation factor X,potentiator
B01AB05,Enoxaparin,Coagulation factor X,inhibitor
B01AB05,Enoxaparin,Prothrombin,potentiator
B01AB05,Enoxaparin,Prothrombin,inhibitor
N07BC03,Levacetylmethadol,Mu-type opioid receptor,agonist
N07BC03,Levacetylmethadol,Mu-type opioid receptor,other/unknown
N07BC03,Levacetylmethadol,Mu-type opioid receptor,antagonist
N07BC03,Levacetylmethadol,Neuronal acetylcholine receptor subunit beta-4,agonist
N07BC03,Levacetylmethadol,Neuronal acetylcholine receptor subunit beta-4,other/unknown
N07BC03,Levacetylmethadol,Neuronal acetylcholine receptor subunit beta-4,antagonist
N07BC03,Levacetylmethadol,Neuronal acetylcholine receptor subunit alpha-3,agonist
N07BC03,Levacetylmethadol,Neuronal acetylcholine receptor subunit alpha-3,other/unknown
N07BC03,Levacetylmethadol,Neuronal acetylcholine receptor subunit alpha-3,antagonist
C01BC08,Encainide,Sodium channel protein type 5 subunit alpha,inhibitor
L01CD01,Paclitaxel,Tubulin beta-1 chain,inhibitor
L01CD01,Paclitaxel,Tubulin beta-1 chain,inducer
L01CD01,Paclitaxel,Apoptosis regulator Bcl-2,inhibitor
L01CD01,Paclitaxel,Apoptosis regulator Bcl-2,inducer
L01CD01,Paclitaxel,Microtubule-associated protein 4,inhibitor
L01CD01,Paclitaxel,Microtubule-associated protein 4,inducer
L01CD01,Paclitaxel,Microtubule-associated protein 2,inhibitor
L01CD01,Paclitaxel,Microtubule-associated protein 2,inducer
L01CD01,Paclitaxel,Microtubule-associated protein tau,inhibitor
L01CD01,Paclitaxel,Microtubule-associated protein tau,inducer
L01CD01,Paclitaxel,Nuclear receptor subfamily 1 group I member 2,inhibitor
L01CD01,Paclitaxel,Nuclear receptor subfamily 1 group I member 2,inducer
J05AE01,Saquinavir,Human immunodeficiency virus type 1 protease,inhibitor
A03FA01,Metoclopramide,Dopamine D2 receptor,antagonist
A03FA01,Metoclopramide,Dopamine D2 receptor,agonist
A03FA01,Metoclopramide,Muscarinic acetylcholine receptor M1,antagonist
A03FA01,Metoclopramide,Muscarinic acetylcholine receptor M1,agonist
A03FA01,Metoclopramide,5-hydroxytryptamine receptor 4,antagonist
A03FA01,Metoclopramide,5-hydroxytryptamine receptor 4,agonist
A03FA01,Metoclopramide,5-hydroxytryptamine receptor 3A,antagonist
A03FA01,Metoclopramide,5-hydroxytryptamine receptor 3A,agonist
A01AC02,Dexamethasone,Glucocorticoid receptor,agonist
A01AC02,Dexamethasone,Glucocorticoid receptor,stimulator
A01AC02,Dexamethasone,Glucocorticoid receptor,negative modulator
A01AC02,Dexamethasone,Nuclear receptor subfamily 0 group B member 1,agonist
A01AC02,Dexamethasone,Nuclear receptor subfamily 0 group B member 1,stimulator
A01AC02,Dexamethasone,Nuclear receptor subfamily 0 group B member 1,negative modulator
A01AC02,Dexamethasone,Annexin A1,agonist
A01AC02,Dexamethasone,Annexin A1,stimulator
A01AC02,Dexamethasone,Annexin A1,negative modulator
A01AC02,Dexamethasone,"Nitric oxide synthase, inducible",agonist
A01AC02,Dexamethasone,"Nitric oxide synthase, inducible",stimulator
A01AC02,Dexamethasone,"Nitric oxide synthase, inducible",negative modulator
A01AC02,Dexamethasone,Nuclear receptor subfamily 1 group I member 2,agonist
A01AC02,Dexamethasone,Nuclear receptor subfamily 1 group I member 2,stimulator
A01AC02,Dexamethasone,Nuclear receptor subfamily 1 group I member 2,negative modulator
N04BA01,Levodopa,Dopamine D1 receptor,agonist
N04BA01,Levodopa,Dopamine D5 receptor,agonist
N04BA01,Levodopa,Dopamine D2 receptor,agonist
N04BA01,Levodopa,Dopamine D3 receptor,agonist
N04BA01,Levodopa,Dopamine D4 receptor,agonist
N01AB08,Sevoflurane,Gamma-aminobutyric acid receptor subunit alpha-1,agonist
N01AB08,Sevoflurane,Gamma-aminobutyric acid receptor subunit alpha-1,antagonist
N01AB08,Sevoflurane,Gamma-aminobutyric acid receptor subunit alpha-1,inhibitor
N01AB08,Sevoflurane,Gamma-aminobutyric acid receptor subunit alpha-1,unknown
N01AB08,Sevoflurane,Gamma-aminobutyric acid receptor subunit alpha-1,positive allosteric modulator
N01AB08,Sevoflurane,Gamma-aminobutyric acid receptor subunit alpha-1,activator
N01AB08,Sevoflurane,Glycine receptor subunit alpha-1,agonist
N01AB08,Sevoflurane,Glycine receptor subunit alpha-1,antagonist
N01AB08,Sevoflurane,Glycine receptor subunit alpha-1,inhibitor
N01AB08,Sevoflurane,Glycine receptor subunit alpha-1,unknown
N01AB08,Sevoflurane,Glycine receptor subunit alpha-1,positive allosteric modulator
N01AB08,Sevoflurane,Glycine receptor subunit alpha-1,activator
N01AB08,Sevoflurane,Glutamate receptor 1,agonist
N01AB08,Sevoflurane,Glutamate receptor 1,antagonist
N01AB08,Sevoflurane,Glutamate receptor 1,inhibitor
N01AB08,Sevoflurane,Glutamate receptor 1,unknown
N01AB08,Sevoflurane,Glutamate receptor 1,positive allosteric modulator
N01AB08,Sevoflurane,Glutamate receptor 1,activator
N01AB08,Sevoflurane,Calcium-transporting ATPase type 2C member 1,agonist
N01AB08,Sevoflurane,Calcium-transporting ATPase type 2C member 1,antagonist
N01AB08,Sevoflurane,Calcium-transporting ATPase type 2C member 1,inhibitor
N01AB08,Sevoflurane,Calcium-transporting ATPase type 2C member 1,unknown
N01AB08,Sevoflurane,Calcium-transporting ATPase type 2C member 1,positive allosteric modulator
N01AB08,Sevoflurane,Calcium-transporting ATPase type 2C member 1,activator
N01AB08,Sevoflurane,NADH-ubiquinone oxidoreductase chain 1,agonist
N01AB08,Sevoflurane,NADH-ubiquinone oxidoreductase chain 1,antagonist
N01AB08,Sevoflurane,NADH-ubiquinone oxidoreductase chain 1,inhibitor
N01AB08,Sevoflurane,NADH-ubiquinone oxidoreductase chain 1,unknown
N01AB08,Sevoflurane,NADH-ubiquinone oxidoreductase chain 1,positive allosteric modulator
N01AB08,Sevoflurane,NADH-ubiquinone oxidoreductase chain 1,activator
N01AB08,Sevoflurane,GABA(A) Receptor,agonist
N01AB08,Sevoflurane,GABA(A) Receptor,antagonist
N01AB08,Sevoflurane,GABA(A) Receptor,inhibitor
N01AB08,Sevoflurane,GABA(A) Receptor,unknown
N01AB08,Sevoflurane,GABA(A) Receptor,positive allosteric modulator
N01AB08,Sevoflurane,GABA(A) Receptor,activator
N01AB08,Sevoflurane,Mitochondrial potassium channel,agonist
N01AB08,Sevoflurane,Mitochondrial potassium channel,antagonist
N01AB08,Sevoflurane,Mitochondrial potassium channel,inhibitor
N01AB08,Sevoflurane,Mitochondrial potassium channel,unknown
N01AB08,Sevoflurane,Mitochondrial potassium channel,positive allosteric modulator
N01AB08,Sevoflurane,Mitochondrial potassium channel,activator
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 1A,partial agonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 1A,antagonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 1A,ligand
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 1A,other/unknown
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 1A,inverse agonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 1A,modulator
N05AX12,Aripiprazole,Dopamine D2 receptor,partial agonist
N05AX12,Aripiprazole,Dopamine D2 receptor,antagonist
N05AX12,Aripiprazole,Dopamine D2 receptor,ligand
N05AX12,Aripiprazole,Dopamine D2 receptor,other/unknown
N05AX12,Aripiprazole,Dopamine D2 receptor,inverse agonist
N05AX12,Aripiprazole,Dopamine D2 receptor,modulator
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 2A,partial agonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 2A,antagonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 2A,ligand
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 2A,other/unknown
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 2A,inverse agonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 2A,modulator
N05AX12,Aripiprazole,Alpha-1A adrenergic receptor,partial agonist
N05AX12,Aripiprazole,Alpha-1A adrenergic receptor,antagonist
N05AX12,Aripiprazole,Alpha-1A adrenergic receptor,ligand
N05AX12,Aripiprazole,Alpha-1A adrenergic receptor,other/unknown
N05AX12,Aripiprazole,Alpha-1A adrenergic receptor,inverse agonist
N05AX12,Aripiprazole,Alpha-1A adrenergic receptor,modulator
N05AX12,Aripiprazole,Alpha-1B adrenergic receptor,partial agonist
N05AX12,Aripiprazole,Alpha-1B adrenergic receptor,antagonist
N05AX12,Aripiprazole,Alpha-1B adrenergic receptor,ligand
N05AX12,Aripiprazole,Alpha-1B adrenergic receptor,other/unknown
N05AX12,Aripiprazole,Alpha-1B adrenergic receptor,inverse agonist
N05AX12,Aripiprazole,Alpha-1B adrenergic receptor,modulator
N05AX12,Aripiprazole,Dopamine D3 receptor,partial agonist
N05AX12,Aripiprazole,Dopamine D3 receptor,antagonist
N05AX12,Aripiprazole,Dopamine D3 receptor,ligand
N05AX12,Aripiprazole,Dopamine D3 receptor,other/unknown
N05AX12,Aripiprazole,Dopamine D3 receptor,inverse agonist
N05AX12,Aripiprazole,Dopamine D3 receptor,modulator
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 1D,partial agonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 1D,antagonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 1D,ligand
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 1D,other/unknown
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 1D,inverse agonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 1D,modulator
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 7,partial agonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 7,antagonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 7,ligand
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 7,other/unknown
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 7,inverse agonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 7,modulator
N05AX12,Aripiprazole,Alpha-2A adrenergic receptor,partial agonist
N05AX12,Aripiprazole,Alpha-2A adrenergic receptor,antagonist
N05AX12,Aripiprazole,Alpha-2A adrenergic receptor,ligand
N05AX12,Aripiprazole,Alpha-2A adrenergic receptor,other/unknown
N05AX12,Aripiprazole,Alpha-2A adrenergic receptor,inverse agonist
N05AX12,Aripiprazole,Alpha-2A adrenergic receptor,modulator
N05AX12,Aripiprazole,Alpha-2C adrenergic receptor,partial agonist
N05AX12,Aripiprazole,Alpha-2C adrenergic receptor,antagonist
N05AX12,Aripiprazole,Alpha-2C adrenergic receptor,ligand
N05AX12,Aripiprazole,Alpha-2C adrenergic receptor,other/unknown
N05AX12,Aripiprazole,Alpha-2C adrenergic receptor,inverse agonist
N05AX12,Aripiprazole,Alpha-2C adrenergic receptor,modulator
N05AX12,Aripiprazole,Histamine H1 receptor,partial agonist
N05AX12,Aripiprazole,Histamine H1 receptor,antagonist
N05AX12,Aripiprazole,Histamine H1 receptor,ligand
N05AX12,Aripiprazole,Histamine H1 receptor,other/unknown
N05AX12,Aripiprazole,Histamine H1 receptor,inverse agonist
N05AX12,Aripiprazole,Histamine H1 receptor,modulator
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 1B,partial agonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 1B,antagonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 1B,ligand
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 1B,other/unknown
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 1B,inverse agonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 1B,modulator
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 2C,partial agonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 2C,antagonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 2C,ligand
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 2C,other/unknown
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 2C,inverse agonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 2C,modulator
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 3A,partial agonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 3A,antagonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 3A,ligand
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 3A,other/unknown
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 3A,inverse agonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 3A,modulator
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 6,partial agonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 6,antagonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 6,ligand
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 6,other/unknown
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 6,inverse agonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 6,modulator
N05AX12,Aripiprazole,Dopamine D1 receptor,partial agonist
N05AX12,Aripiprazole,Dopamine D1 receptor,antagonist
N05AX12,Aripiprazole,Dopamine D1 receptor,ligand
N05AX12,Aripiprazole,Dopamine D1 receptor,other/unknown
N05AX12,Aripiprazole,Dopamine D1 receptor,inverse agonist
N05AX12,Aripiprazole,Dopamine D1 receptor,modulator
N05AX12,Aripiprazole,Dopamine D4 receptor,partial agonist
N05AX12,Aripiprazole,Dopamine D4 receptor,antagonist
N05AX12,Aripiprazole,Dopamine D4 receptor,ligand
N05AX12,Aripiprazole,Dopamine D4 receptor,other/unknown
N05AX12,Aripiprazole,Dopamine D4 receptor,inverse agonist
N05AX12,Aripiprazole,Dopamine D4 receptor,modulator
N05AX12,Aripiprazole,Alpha-2B adrenergic receptor,partial agonist
N05AX12,Aripiprazole,Alpha-2B adrenergic receptor,antagonist
N05AX12,Aripiprazole,Alpha-2B adrenergic receptor,ligand
N05AX12,Aripiprazole,Alpha-2B adrenergic receptor,other/unknown
N05AX12,Aripiprazole,Alpha-2B adrenergic receptor,inverse agonist
N05AX12,Aripiprazole,Alpha-2B adrenergic receptor,modulator
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 1E,partial agonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 1E,antagonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 1E,ligand
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 1E,other/unknown
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 1E,inverse agonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 1E,modulator
N05AX12,Aripiprazole,Dopamine D5 receptor,partial agonist
N05AX12,Aripiprazole,Dopamine D5 receptor,antagonist
N05AX12,Aripiprazole,Dopamine D5 receptor,ligand
N05AX12,Aripiprazole,Dopamine D5 receptor,other/unknown
N05AX12,Aripiprazole,Dopamine D5 receptor,inverse agonist
N05AX12,Aripiprazole,Dopamine D5 receptor,modulator
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 2B,partial agonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 2B,antagonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 2B,ligand
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 2B,other/unknown
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 2B,inverse agonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 2B,modulator
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 5A,partial agonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 5A,antagonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 5A,ligand
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 5A,other/unknown
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 5A,inverse agonist
N05AX12,Aripiprazole,5-hydroxytryptamine receptor 5A,modulator
N05AX12,Aripiprazole,Beta-1 adrenergic receptor,partial agonist
N05AX12,Aripiprazole,Beta-1 adrenergic receptor,antagonist
N05AX12,Aripiprazole,Beta-1 adrenergic receptor,ligand
N05AX12,Aripiprazole,Beta-1 adrenergic receptor,other/unknown
N05AX12,Aripiprazole,Beta-1 adrenergic receptor,inverse agonist
N05AX12,Aripiprazole,Beta-1 adrenergic receptor,modulator
N05AX12,Aripiprazole,Beta-2 adrenergic receptor,partial agonist
N05AX12,Aripiprazole,Beta-2 adrenergic receptor,antagonist
N05AX12,Aripiprazole,Beta-2 adrenergic receptor,ligand
N05AX12,Aripiprazole,Beta-2 adrenergic receptor,other/unknown
N05AX12,Aripiprazole,Beta-2 adrenergic receptor,inverse agonist
N05AX12,Aripiprazole,Beta-2 adrenergic receptor,modulator
N05AX12,Aripiprazole,Histamine H2 receptor,partial agonist
N05AX12,Aripiprazole,Histamine H2 receptor,antagonist
N05AX12,Aripiprazole,Histamine H2 receptor,ligand
N05AX12,Aripiprazole,Histamine H2 receptor,other/unknown
N05AX12,Aripiprazole,Histamine H2 receptor,inverse agonist
N05AX12,Aripiprazole,Histamine H2 receptor,modulator
N05AX12,Aripiprazole,Histamine H3 receptor,partial agonist
N05AX12,Aripiprazole,Histamine H3 receptor,antagonist
N05AX12,Aripiprazole,Histamine H3 receptor,ligand
N05AX12,Aripiprazole,Histamine H3 receptor,other/unknown
N05AX12,Aripiprazole,Histamine H3 receptor,inverse agonist
N05AX12,Aripiprazole,Histamine H3 receptor,modulator
N05AX12,Aripiprazole,Histamine H4 receptor,partial agonist
N05AX12,Aripiprazole,Histamine H4 receptor,antagonist
N05AX12,Aripiprazole,Histamine H4 receptor,ligand
N05AX12,Aripiprazole,Histamine H4 receptor,other/unknown
N05AX12,Aripiprazole,Histamine H4 receptor,inverse agonist
N05AX12,Aripiprazole,Histamine H4 receptor,modulator
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M1,partial agonist
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M1,antagonist
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M1,ligand
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M1,other/unknown
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M1,inverse agonist
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M1,modulator
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M2,partial agonist
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M2,antagonist
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M2,ligand
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M2,other/unknown
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M2,inverse agonist
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M2,modulator
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M3,partial agonist
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M3,antagonist
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M3,ligand
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M3,other/unknown
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M3,inverse agonist
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M3,modulator
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M4,partial agonist
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M4,antagonist
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M4,ligand
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M4,other/unknown
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M4,inverse agonist
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M4,modulator
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M5,partial agonist
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M5,antagonist
N05AX12,Aripiprazole,Muscarinic acetylcholine receptor M5,ligand
